_id,nombre,email,pais,fecha_registro,plan_suscripcion,idioma_preferido
69da83d24fd7e59767eb9639,Alejandra Vega,alejandra.vega_26@gmail.com,España,2023-07-29T00:00:00.000Z,basico,es
69da83d24fd7e59767eb963a,Sergio Guerrero,sergio.guerrero_27@gmail.com,Uruguay,2022-07-23T00:00:00.000Z,premium,es
69da83d24fd7e59767eb963b,Mariana Castro,mariana.castro_28@gmail.com,Brasil,2024-01-04T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb963c,Pablo Ramos,pablo.ramos_29@gmail.com,Venezuela,2023-10-28T00:00:00.000Z,basico,es
69da83d24fd7e59767eb963d,Cecilia Medina,cecilia.medina_30@gmail.com,Ecuador,2023-12-20T00:00:00.000Z,premium,es
69da83d24fd7e59767eb963e,Emilio García,emilio.garcía_31@gmail.com,Argentina,2023-07-13T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb963f,Verónica Rodríguez,verónica.rodríguez_32@gmail.com,México,2023-03-06T00:00:00.000Z,basico,es
69da83d24fd7e59767eb9640,Tomás López,tomás.lópez_33@gmail.com,Colombia,2022-08-14T00:00:00.000Z,premium,es
69da83d24fd7e59767eb9641,Gabriela Martínez,gabriela.martínez_34@gmail.com,Chile,2023-04-05T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb9642,Nicolás González,nicolás.gonzález_35@gmail.com,Perú,2023-08-27T00:00:00.000Z,basico,es
69da83d24fd7e59767eb9643,Patricia Pérez,patricia.pérez_36@gmail.com,España,2022-10-12T00:00:00.000Z,premium,es
69da83d24fd7e59767eb9644,Hernán Sánchez,hernán.sánchez_37@gmail.com,Uruguay,2024-04-08T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb9645,Sandra Ramírez,sandra.ramírez_38@gmail.com,Brasil,2024-06-09T00:00:00.000Z,basico,es
69da83d24fd7e59767eb9646,Federico Torres,federico.torres_39@gmail.com,Venezuela,2022-01-07T00:00:00.000Z,premium,es
69da83d24fd7e59767eb9647,Lorena Flores,lorena.flores_40@gmail.com,Ecuador,2024-02-17T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb9648,Matías Rivera,matías.rivera_41@gmail.com,Argentina,2024-04-05T00:00:00.000Z,basico,es
69da83d24fd7e59767eb9649,Mónica Díaz,mónica.díaz_42@gmail.com,México,2022-06-13T00:00:00.000Z,premium,es
69da83d24fd7e59767eb964a,Leandro Morales,leandro.morales_43@gmail.com,Colombia,2023-12-16T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb964b,Susana Jiménez,susana.jiménez_44@gmail.com,Chile,2023-03-09T00:00:00.000Z,basico,es
69da83d24fd7e59767eb964c,Gustavo Ruiz,gustavo.ruiz_45@gmail.com,Perú,2022-12-15T00:00:00.000Z,premium,es
69da83d24fd7e59767eb964d,Cristina Hernández,cristina.hernández_46@gmail.com,España,2022-10-12T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb964e,Ramón Reyes,ramón.reyes_47@gmail.com,Uruguay,2022-06-09T00:00:00.000Z,basico,es
69da83d24fd7e59767eb964f,Isabel Cruz,isabel.cruz_48@gmail.com,Brasil,2022-08-09T00:00:00.000Z,premium,es
69da83d24fd7e59767eb9650,Eduardo Ortiz,eduardo.ortiz_49@gmail.com,Venezuela,2024-09-07T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb9651,Adriana Vargas,adriana.vargas_50@gmail.com,Ecuador,2024-02-21T00:00:00.000Z,basico,es
69da83d24fd7e59767eb9652,Juan Romero,juan.romero_51@gmail.com,Argentina,2022-12-11T00:00:00.000Z,premium,es
69da83d24fd7e59767eb9653,María Castillo,maría.castillo_52@gmail.com,México,2022-04-15T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb9654,Carlos Gutiérrez,carlos.gutiérrez_53@gmail.com,Colombia,2022-04-05T00:00:00.000Z,basico,es
69da83d24fd7e59767eb9655,Ana Mendoza,ana.mendoza_54@gmail.com,Chile,2023-01-25T00:00:00.000Z,premium,es
69da83d24fd7e59767eb9656,Luis Álvarez,luis.álvarez_55@gmail.com,Perú,2022-04-10T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb9657,Sofía Vega,sofía.vega_56@gmail.com,España,2023-01-03T00:00:00.000Z,basico,es
69da83d24fd7e59767eb9658,Pedro Guerrero,pedro.guerrero_57@gmail.com,Uruguay,2024-05-17T00:00:00.000Z,premium,es
69da83d24fd7e59767eb9659,Laura Castro,laura.castro_58@gmail.com,Brasil,2022-12-19T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb965a,Diego Ramos,diego.ramos_59@gmail.com,Venezuela,2023-09-11T00:00:00.000Z,basico,es
69da83d24fd7e59767eb965b,Valentina Medina,valentina.medina_60@gmail.com,Ecuador,2022-09-28T00:00:00.000Z,premium,es
69da83d24fd7e59767eb965c,Andrés García,andrés.garcía_61@gmail.com,Argentina,2024-04-06T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb965d,Camila Rodríguez,camila.rodríguez_62@gmail.com,México,2022-02-14T00:00:00.000Z,basico,es
69da83d24fd7e59767eb965e,Roberto López,roberto.lópez_63@gmail.com,Colombia,2024-01-18T00:00:00.000Z,premium,es
69da83d24fd7e59767eb965f,Natalia Martínez,natalia.martínez_64@gmail.com,Chile,2023-04-16T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb9660,Fernando González,fernando.gonzález_65@gmail.com,Perú,2023-07-04T00:00:00.000Z,basico,es
69da83d24fd7e59767eb9661,Lucía Pérez,lucía.pérez_66@gmail.com,España,2022-05-08T00:00:00.000Z,premium,es
69da83d24fd7e59767eb9662,Martín Sánchez,martín.sánchez_67@gmail.com,Uruguay,2024-09-23T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb9663,Paula Ramírez,paula.ramírez_68@gmail.com,Brasil,2024-08-02T00:00:00.000Z,basico,es
69da83d24fd7e59767eb9664,Javier Torres,javier.torres_69@gmail.com,Venezuela,2023-01-23T00:00:00.000Z,premium,es
69da83d24fd7e59767eb9665,Claudia Flores,claudia.flores_70@gmail.com,Ecuador,2022-03-22T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb9666,Miguel Rivera,miguel.rivera_71@gmail.com,Argentina,2023-07-20T00:00:00.000Z,basico,es
69da83d24fd7e59767eb9667,Florencia Díaz,florencia.díaz_72@gmail.com,México,2022-10-28T00:00:00.000Z,premium,es
69da83d24fd7e59767eb9668,Gabriel Morales,gabriel.morales_73@gmail.com,Colombia,2024-04-29T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb9669,Daniela Jiménez,daniela.jiménez_74@gmail.com,Chile,2023-10-06T00:00:00.000Z,basico,es
69da83d24fd7e59767eb966a,Ricardo Ruiz,ricardo.ruiz_75@gmail.com,Perú,2023-09-26T00:00:00.000Z,premium,es
69da83d24fd7e59767eb966b,Alejandra Hernández,alejandra.hernández_76@gmail.com,España,2024-06-25T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb966c,Sergio Reyes,sergio.reyes_77@gmail.com,Uruguay,2024-06-01T00:00:00.000Z,basico,es
69da83d24fd7e59767eb966d,Mariana Cruz,mariana.cruz_78@gmail.com,Brasil,2023-01-06T00:00:00.000Z,premium,es
69da83d24fd7e59767eb966e,Pablo Ortiz,pablo.ortiz_79@gmail.com,Venezuela,2023-08-15T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb966f,Cecilia Vargas,cecilia.vargas_80@gmail.com,Ecuador,2022-07-16T00:00:00.000Z,basico,es
69da83d24fd7e59767eb9670,Emilio Romero,emilio.romero_81@gmail.com,Argentina,2023-12-23T00:00:00.000Z,premium,es
69da83d24fd7e59767eb9671,Verónica Castillo,verónica.castillo_82@gmail.com,México,2022-03-13T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb9672,Tomás Gutiérrez,tomás.gutiérrez_83@gmail.com,Colombia,2022-02-16T00:00:00.000Z,basico,es
69da83d24fd7e59767eb9673,Gabriela Mendoza,gabriela.mendoza_84@gmail.com,Chile,2023-11-09T00:00:00.000Z,premium,es
69da83d24fd7e59767eb9674,Nicolás Álvarez,nicolás.álvarez_85@gmail.com,Perú,2022-08-22T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb9675,Patricia Vega,patricia.vega_86@gmail.com,España,2024-03-02T00:00:00.000Z,basico,es
69da83d24fd7e59767eb9676,Hernán Guerrero,hernán.guerrero_87@gmail.com,Uruguay,2022-10-24T00:00:00.000Z,premium,es
69da83d24fd7e59767eb9677,Sandra Castro,sandra.castro_88@gmail.com,Brasil,2022-03-23T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb9678,Federico Ramos,federico.ramos_89@gmail.com,Venezuela,2024-05-25T00:00:00.000Z,basico,es
69da83d24fd7e59767eb9679,Lorena Medina,lorena.medina_90@gmail.com,Ecuador,2022-08-27T00:00:00.000Z,premium,es
69da83d24fd7e59767eb967a,Matías García,matías.garcía_91@gmail.com,Argentina,2024-06-06T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb967b,Mónica Rodríguez,mónica.rodríguez_92@gmail.com,México,2022-04-14T00:00:00.000Z,basico,es
69da83d24fd7e59767eb967c,Leandro López,leandro.lópez_93@gmail.com,Colombia,2023-01-25T00:00:00.000Z,premium,es
69da83d24fd7e59767eb967d,Susana Martínez,susana.martínez_94@gmail.com,Chile,2022-10-12T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb967e,Gustavo González,gustavo.gonzález_95@gmail.com,Perú,2023-04-10T00:00:00.000Z,basico,es
69da83d24fd7e59767eb967f,Cristina Pérez,cristina.pérez_96@gmail.com,España,2023-10-13T00:00:00.000Z,premium,es
69da83d24fd7e59767eb9680,Ramón Sánchez,ramón.sánchez_97@gmail.com,Uruguay,2024-05-04T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb9681,Isabel Ramírez,isabel.ramírez_98@gmail.com,Brasil,2023-01-09T00:00:00.000Z,basico,es
69da83d24fd7e59767eb9682,Eduardo Torres,eduardo.torres_99@gmail.com,Venezuela,2022-06-16T00:00:00.000Z,premium,es
69da83d24fd7e59767eb9683,Adriana Flores,adriana.flores_100@gmail.com,Ecuador,2023-01-15T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb9684,Juan Rivera,juan.rivera_101@gmail.com,Argentina,2022-12-30T00:00:00.000Z,basico,es
69da83d24fd7e59767eb9685,María Díaz,maría.díaz_102@gmail.com,México,2022-08-03T00:00:00.000Z,premium,es
69da83d24fd7e59767eb9686,Carlos Morales,carlos.morales_103@gmail.com,Colombia,2023-11-18T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb9687,Ana Jiménez,ana.jiménez_104@gmail.com,Chile,2022-10-01T00:00:00.000Z,basico,es
69da83d24fd7e59767eb9688,Luis Ruiz,luis.ruiz_105@gmail.com,Perú,2023-12-20T00:00:00.000Z,premium,es
69da83d24fd7e59767eb9689,Sofía Hernández,sofía.hernández_106@gmail.com,España,2024-08-17T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb968a,Pedro Reyes,pedro.reyes_107@gmail.com,Uruguay,2023-12-01T00:00:00.000Z,basico,es
69da83d24fd7e59767eb968b,Laura Cruz,laura.cruz_108@gmail.com,Brasil,2023-10-26T00:00:00.000Z,premium,es
69da83d24fd7e59767eb968c,Diego Ortiz,diego.ortiz_109@gmail.com,Venezuela,2022-03-15T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb968d,Valentina Vargas,valentina.vargas_110@gmail.com,Ecuador,2023-09-16T00:00:00.000Z,basico,es
69da83d24fd7e59767eb968e,Andrés Romero,andrés.romero_111@gmail.com,Argentina,2023-10-13T00:00:00.000Z,premium,es
69da83d24fd7e59767eb968f,Camila Castillo,camila.castillo_112@gmail.com,México,2022-06-25T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb9690,Roberto Gutiérrez,roberto.gutiérrez_113@gmail.com,Colombia,2023-07-01T00:00:00.000Z,basico,es
69da83d24fd7e59767eb9691,Natalia Mendoza,natalia.mendoza_114@gmail.com,Chile,2024-01-17T00:00:00.000Z,premium,es
69da83d24fd7e59767eb9692,Fernando Álvarez,fernando.álvarez_115@gmail.com,Perú,2022-09-08T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb9693,Lucía Vega,lucía.vega_116@gmail.com,España,2022-06-17T00:00:00.000Z,basico,es
69da83d24fd7e59767eb9694,Martín Guerrero,martín.guerrero_117@gmail.com,Uruguay,2023-04-19T00:00:00.000Z,premium,es
69da83d24fd7e59767eb9695,Paula Castro,paula.castro_118@gmail.com,Brasil,2023-01-24T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb9696,Javier Ramos,javier.ramos_119@gmail.com,Venezuela,2022-10-04T00:00:00.000Z,basico,es
69da83d24fd7e59767eb9697,Claudia Medina,claudia.medina_120@gmail.com,Ecuador,2024-08-05T00:00:00.000Z,premium,es
69da83d24fd7e59767eb9698,Miguel García,miguel.garcía_121@gmail.com,Argentina,2023-10-18T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb9699,Florencia Rodríguez,florencia.rodríguez_122@gmail.com,México,2023-12-06T00:00:00.000Z,basico,es
69da83d24fd7e59767eb969a,Gabriel López,gabriel.lópez_123@gmail.com,Colombia,2023-07-25T00:00:00.000Z,premium,es
69da83d24fd7e59767eb969b,Daniela Martínez,daniela.martínez_124@gmail.com,Chile,2022-08-13T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb969c,Ricardo González,ricardo.gonzález_125@gmail.com,Perú,2023-12-03T00:00:00.000Z,basico,es
69da83d24fd7e59767eb969d,Alejandra Pérez,alejandra.pérez_126@gmail.com,España,2022-11-29T00:00:00.000Z,premium,es
69da83d24fd7e59767eb969e,Sergio Sánchez,sergio.sánchez_127@gmail.com,Uruguay,2024-05-13T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb969f,Mariana Ramírez,mariana.ramírez_128@gmail.com,Brasil,2024-02-26T00:00:00.000Z,basico,es
69da83d24fd7e59767eb96a0,Pablo Torres,pablo.torres_129@gmail.com,Venezuela,2024-03-05T00:00:00.000Z,premium,es
69da83d24fd7e59767eb96a1,Cecilia Flores,cecilia.flores_130@gmail.com,Ecuador,2022-02-27T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb96a2,Emilio Rivera,emilio.rivera_131@gmail.com,Argentina,2022-08-23T00:00:00.000Z,basico,es
69da83d24fd7e59767eb96a3,Verónica Díaz,verónica.díaz_132@gmail.com,México,2024-04-21T00:00:00.000Z,premium,es
69da83d24fd7e59767eb96a4,Tomás Morales,tomás.morales_133@gmail.com,Colombia,2022-02-02T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb96a5,Gabriela Jiménez,gabriela.jiménez_134@gmail.com,Chile,2024-04-04T00:00:00.000Z,basico,es
69da83d24fd7e59767eb96a6,Nicolás Ruiz,nicolás.ruiz_135@gmail.com,Perú,2022-11-20T00:00:00.000Z,premium,es
69da83d24fd7e59767eb96a7,Patricia Hernández,patricia.hernández_136@gmail.com,España,2023-02-15T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb96a8,Hernán Reyes,hernán.reyes_137@gmail.com,Uruguay,2022-10-02T00:00:00.000Z,basico,es
69da83d24fd7e59767eb96a9,Sandra Cruz,sandra.cruz_138@gmail.com,Brasil,2022-03-09T00:00:00.000Z,premium,es
69da83d24fd7e59767eb96aa,Federico Ortiz,federico.ortiz_139@gmail.com,Venezuela,2022-08-05T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb96ab,Lorena Vargas,lorena.vargas_140@gmail.com,Ecuador,2024-07-24T00:00:00.000Z,basico,es
69da83d24fd7e59767eb96ac,Matías Romero,matías.romero_141@gmail.com,Argentina,2024-08-23T00:00:00.000Z,premium,es
69da83d24fd7e59767eb96ad,Mónica Castillo,mónica.castillo_142@gmail.com,México,2023-08-04T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb96ae,Leandro Gutiérrez,leandro.gutiérrez_143@gmail.com,Colombia,2024-06-16T00:00:00.000Z,basico,es
69da83d24fd7e59767eb96af,Susana Mendoza,susana.mendoza_144@gmail.com,Chile,2024-01-06T00:00:00.000Z,premium,es
69da83d24fd7e59767eb96b0,Gustavo Álvarez,gustavo.álvarez_145@gmail.com,Perú,2022-11-19T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb96b1,Cristina Vega,cristina.vega_146@gmail.com,España,2022-08-06T00:00:00.000Z,basico,es
69da83d24fd7e59767eb96b2,Ramón Guerrero,ramón.guerrero_147@gmail.com,Uruguay,2023-11-03T00:00:00.000Z,premium,es
69da83d24fd7e59767eb96b3,Isabel Castro,isabel.castro_148@gmail.com,Brasil,2023-05-27T00:00:00.000Z,gratuito,es
69da83d24fd7e59767eb96b4,Eduardo Ramos,eduardo.ramos_149@gmail.com,Venezuela,2023-02-10T00:00:00.000Z,basico,es
69da83d24fd7e59767eb96b5,Adriana Medina,adriana.medina_150@gmail.com,Ecuador,2024-06-24T00:00:00.000Z,premium,es
